a, Fruling'
2.561 , 17.7758
2.562 , 17.7897
2.563 , 17.8037
2.564 , 17.8176
2.565 , 17.8315
2.566 , 17.8454
2.567 , 17.8593
2.568 , 17.8731
2.569 , 17.887
2.57 , 17.9008
2.571 , 17.9146
2.572 , 17.9284
2.573 , 17.9421
2.574 , 17.9559
2.575 , 17.9696
2.576 , 17.9833
2.577 , 17.997
2.578 , 18.0107
2.579 , 18.0243
2.58 , 18.038
2.581 , 18.0516
2.582 , 18.0652
2.583 , 18.0788
2.584 , 18.0923
2.585 , 18.1058
2.586 , 18.1194
2.587 , 18.1329
2.588 , 18.1464
2.589 , 18.1598
2.59 , 18.1733
2.591 , 18.1867
2.592 , 18.2001
2.593 , 18.2135
2.594 , 18.2269
2.595 , 18.2402
2.596 , 18.2535
2.597 , 18.2668
2.598 , 18.2801
2.599 , 18.2934
2.6 , 18.3067
2.601 , 18.3199
2.602 , 18.3331
2.603 , 18.3463
2.604 , 18.3595
2.605 , 18.3727
2.606 , 18.3858
2.607 , 18.3989
2.608 , 18.412
2.609 , 18.4251
2.61 , 18.4382
2.611 , 18.4512
2.612 , 18.4642
2.613 , 18.4772
2.614 , 18.4902
2.615 , 18.5032
2.616 , 18.5161
2.617 , 18.529
2.618 , 18.542
2.619 , 18.5548
2.62 , 18.5677
2.621 , 18.5805
2.622 , 18.5934
2.623 , 18.6062
2.624 , 18.619
2.625 , 18.6317
2.626 , 18.6445
2.627 , 18.6572
2.628 , 18.6699
2.629 , 18.6826
2.63 , 18.6953
2.631 , 18.7079
2.632 , 18.7206
2.633 , 18.7332
2.634 , 18.7458
2.635 , 18.7583
2.636 , 18.7709
2.637 , 18.7834
2.638 , 18.7959
2.639 , 18.8084
2.64 , 18.8209
2.641 , 18.8333
2.642 , 18.8457
2.643 , 18.8581
2.644 , 18.8705
2.645 , 18.8829
2.646 , 18.8952
2.647 , 18.9076
2.648 , 18.9199
2.649 , 18.9322
2.65 , 18.9444
2.651 , 18.9567
2.652 , 18.9689
2.653 , 18.9811
2.654 , 18.9933
2.655 , 19.0054
2.656 , 19.0176
2.657 , 19.0297
2.658 , 19.0418
2.659 , 19.0539
2.66 , 19.0659
2.661 , 19.078
2.662 , 19.09
2.663 , 19.102
2.664 , 19.114
2.665 , 19.1259
2.666 , 19.1379
2.667 , 19.1498
2.668 , 19.1617
2.669 , 19.1736
2.67 , 19.1854
2.671 , 19.1972
2.672 , 19.209
2.673 , 19.2208
2.674 , 19.2326
2.675 , 19.2444
2.676 , 19.2561
2.677 , 19.2678
2.678 , 19.2795
2.679 , 19.2911
2.68 , 19.3028
2.681 , 19.3144
2.682 , 19.326
2.683 , 19.3376
2.684 , 19.3491
2.685 , 19.3607
2.686 , 19.3722
2.687 , 19.3837
2.688 , 19.3952
2.689 , 19.4066
2.69 , 19.418
2.691 , 19.4295
2.692 , 19.4408
2.693 , 19.4522
2.694 , 19.4636
2.695 , 19.4749
2.696 , 19.4862
2.697 , 19.4975
2.698 , 19.5087
2.699 , 19.52
2.7 , 19.5312
2.701 , 19.5424
2.702 , 19.5535
2.703 , 19.5647
2.704 , 19.5758
2.705 , 19.5869
2.706 , 19.598
2.707 , 19.6091
2.708 , 19.6201
2.709 , 19.6312
2.71 , 19.6422
2.711 , 19.6531
2.712 , 19.6641
2.713 , 19.675
2.714 , 19.6859
2.715 , 19.6968
2.716 , 19.7077
2.717 , 19.7186
2.718 , 19.7294
2.719 , 19.7402
2.72 , 19.751
2.721 , 19.7617
2.722 , 19.7725
2.723 , 19.7832
2.724 , 19.7939
2.725 , 19.8046
2.726 , 19.8152
2.727 , 19.8258
2.728 , 19.8365
2.729 , 19.847
2.73 , 19.8576
2.731 , 19.8681
2.732 , 19.8787
2.733 , 19.8892
2.734 , 19.8996
2.735 , 19.9101
2.736 , 19.9205
2.737 , 19.9309
2.738 , 19.9413
2.739 , 19.9517
2.74 , 19.962
2.741 , 19.9723
2.742 , 19.9826
2.743 , 19.9929
2.744 , 20.0032
2.745 , 20.0134
2.746 , 20.0236
2.747 , 20.0338
2.748 , 20.0439
2.749 , 20.0541
2.75 , 20.0642
2.751 , 20.0743
2.752 , 20.0844
2.753 , 20.0944
2.754 , 20.1044
2.755 , 20.1145
2.756 , 20.1244
2.757 , 20.1344
2.758 , 20.1443
2.759 , 20.1542
2.76 , 20.1641
2.761 , 20.174
2.762 , 20.1839
2.763 , 20.1937
2.764 , 20.2035
2.765 , 20.2133
2.766 , 20.223
2.767 , 20.2327
2.768 , 20.2425
2.769 , 20.2521
2.77 , 20.2618
2.771 , 20.2715
2.772 , 20.2811
2.773 , 20.2907
2.774 , 20.3002
2.775 , 20.3098
2.776 , 20.3193
2.777 , 20.3288
2.778 , 20.3383
2.779 , 20.3478
2.78 , 20.3572
2.781 , 20.3666
2.782 , 20.376
2.783 , 20.3854
2.784 , 20.3947
2.785 , 20.404
2.786 , 20.4133
2.787 , 20.4226
2.788 , 20.4319
2.789 , 20.4411
2.79 , 20.4503
2.791 , 20.4595
2.792 , 20.4686
2.793 , 20.4778
2.794 , 20.4869
2.795 , 20.496
2.796 , 20.5051
2.797 , 20.5141
2.798 , 20.5231
2.799 , 20.5321
2.8 , 20.5411
2.801 , 20.55
2.802 , 20.559
2.803 , 20.5679
2.804 , 20.5767
2.805 , 20.5856
2.806 , 20.5944
2.807 , 20.6032
2.808 , 20.612
2.809 , 20.6208
2.81 , 20.6295
2.811 , 20.6383
2.812 , 20.6469
2.813 , 20.6556
2.814 , 20.6643
2.815 , 20.6729
2.816 , 20.6815
2.817 , 20.6901
2.818 , 20.6986
2.819 , 20.7071
2.82 , 20.7156
2.821 , 20.7241
2.822 , 20.7326
2.823 , 20.741
2.824 , 20.7494
2.825 , 20.7578
2.826 , 20.7662
2.827 , 20.7745
2.828 , 20.7828
2.829 , 20.7911
2.83 , 20.7994
2.831 , 20.8076
2.832 , 20.8159
2.833 , 20.8241
2.834 , 20.8322
2.835 , 20.8404
2.836 , 20.8485
2.837 , 20.8566
2.838 , 20.8647
2.839 , 20.8727
2.84 , 20.8808
2.841 , 20.8888
2.842 , 20.8968
2.843 , 20.9047
2.844 , 20.9127
2.845 , 20.9206
2.846 , 20.9285
2.847 , 20.9363
2.848 , 20.9442
2.849 , 20.952
2.85 , 20.9598
2.851 , 20.9675
2.852 , 20.9753
2.853 , 20.983
2.854 , 20.9907
2.855 , 20.9984
2.856 , 21.006
2.857 , 21.0136
2.858 , 21.0212
2.859 , 21.0288
2.86 , 21.0364
2.861 , 21.0439
2.862 , 21.0514
2.863 , 21.0589
2.864 , 21.0663
2.865 , 21.0738
2.866 , 21.0812
2.867 , 21.0885
2.868 , 21.0959
2.869 , 21.1032
2.87 , 21.1105
2.871 , 21.1178
2.872 , 21.1251
2.873 , 21.1323
2.874 , 21.1395
2.875 , 21.1467
2.876 , 21.1539
2.877 , 21.161
2.878 , 21.1681
2.879 , 21.1752
2.88 , 21.1823
2.881 , 21.1893
2.882 , 21.1964
2.883 , 21.2034
2.884 , 21.2103
2.885 , 21.2173
2.886 , 21.2242
2.887 , 21.2311
2.888 , 21.238
2.889 , 21.2448
2.89 , 21.2516
2.891 , 21.2584
2.892 , 21.2652
2.893 , 21.272
2.894 , 21.2787
2.895 , 21.2854
2.896 , 21.2921
2.897 , 21.2987
2.898 , 21.3053
2.899 , 21.3119
2.9 , 21.3185
2.901 , 21.3251
2.902 , 21.3316
2.903 , 21.3381
2.904 , 21.3446
2.905 , 21.351
2.906 , 21.3575
2.907 , 21.3639
2.908 , 21.3703
2.909 , 21.3766
2.91 , 21.383
2.911 , 21.3893
2.912 , 21.3955
2.913 , 21.4018
2.914 , 21.408
2.915 , 21.4142
2.916 , 21.4204
2.917 , 21.4266
2.918 , 21.4327
2.919 , 21.4388
2.92 , 21.4449
2.921 , 21.451
2.922 , 21.457
2.923 , 21.463
2.924 , 21.469
2.925 , 21.475
2.926 , 21.4809
2.927 , 21.4868
2.928 , 21.4927
2.929 , 21.4986
2.93 , 21.5044
2.931 , 21.5102
2.932 , 21.516
2.933 , 21.5218
2.934 , 21.5275
2.935 , 21.5332
2.936 , 21.5389
2.937 , 21.5446
2.938 , 21.5502
2.939 , 21.5558
2.94 , 21.5614
2.941 , 21.567
2.942 , 21.5725
2.943 , 21.5781
2.944 , 21.5835
2.945 , 21.589
2.946 , 21.5945
2.947 , 21.5999
2.948 , 21.6053
2.949 , 21.6106
2.95 , 21.616
2.951 , 21.6213
2.952 , 21.6266
2.953 , 21.6318
2.954 , 21.6371
2.955 , 21.6423
2.956 , 21.6475
2.957 , 21.6526
2.958 , 21.6578
2.959 , 21.6629
2.96 , 21.668
2.961 , 21.6731
2.962 , 21.6781
2.963 , 21.6831
2.964 , 21.6881
2.965 , 21.6931
2.966 , 21.698
2.967 , 21.7029
2.968 , 21.7078
2.969 , 21.7127
2.97 , 21.7175
2.971 , 21.7223
2.972 , 21.7271
2.973 , 21.7319
2.974 , 21.7366
2.975 , 21.7414
2.976 , 21.746
2.977 , 21.7507
2.978 , 21.7554
2.979 , 21.76
2.98 , 21.7646
2.981 , 21.7691
2.982 , 21.7737
2.983 , 21.7782
2.984 , 21.7827
2.985 , 21.7871
2.986 , 21.7916
2.987 , 21.796
2.988 , 21.8004
2.989 , 21.8047
2.99 , 21.8091
2.991 , 21.8134
2.992 , 21.8177
2.993 , 21.8219
2.994 , 21.8262
2.995 , 21.8304
2.996 , 21.8346
2.997 , 21.8387
2.998 , 21.8429
2.999 , 21.847
3 , 21.8511
3.001 , 21.8551
3.002 , 21.8592
3.003 , 21.8632
3.004 , 21.8672
3.005 , 21.8711
3.006 , 21.8751
3.007 , 21.879
3.008 , 21.8828
3.009 , 21.8867
3.01 , 21.8905
3.011 , 21.8943
3.012 , 21.8981
3.013 , 21.9019
3.014 , 21.9056
3.015 , 21.9093
3.016 , 21.913
3.017 , 21.9167
3.018 , 21.9203
3.019 , 21.9239
3.02 , 21.9275
3.021 , 21.931
3.022 , 21.9346
3.023 , 21.9381
3.024 , 21.9416
3.025 , 21.945
3.026 , 21.9484
3.027 , 21.9518
3.028 , 21.9552
3.029 , 21.9586
3.03 , 21.9619
3.031 , 21.9652
3.032 , 21.9685
3.033 , 21.9717
3.034 , 21.975
3.035 , 21.9782
3.036 , 21.9813
3.037 , 21.9845
3.038 , 21.9876
3.039 , 21.9907
3.04 , 21.9938
3.041 , 21.9968
3.042 , 21.9999
3.043 , 22.0029
3.044 , 22.0058
3.045 , 22.0088
3.046 , 22.0117
3.047 , 22.0146
3.048 , 22.0175
3.049 , 22.0203
3.05 , 22.0231
3.051 , 22.0259
3.052 , 22.0287
3.053 , 22.0314
3.054 , 22.0342
3.055 , 22.0369
3.056 , 22.0395
3.057 , 22.0422
3.058 , 22.0448
3.059 , 22.0474
3.06 , 22.0499
3.061 , 22.0525
3.062 , 22.055
3.063 , 22.0575
3.064 , 22.06
3.065 , 22.0624
3.066 , 22.0648
3.067 , 22.0672
3.068 , 22.0696
3.069 , 22.0719
3.07 , 22.0742
3.071 , 22.0765
3.072 , 22.0788
3.073 , 22.081
3.074 , 22.0832
3.075 , 22.0854
3.076 , 22.0876
3.077 , 22.0897
3.078 , 22.0918
3.079 , 22.0939
3.08 , 22.096
3.081 , 22.098
3.082 , 22.1
3.083 , 22.102
3.084 , 22.1039
3.085 , 22.1059
3.086 , 22.1078
3.087 , 22.1097
3.088 , 22.1115
3.089 , 22.1134
3.09 , 22.1152
3.091 , 22.1169
3.092 , 22.1187
3.093 , 22.1204
3.094 , 22.1221
3.095 , 22.1238
3.096 , 22.1255
3.097 , 22.1271
3.098 , 22.1287
3.099 , 22.1303
3.1 , 22.1318
3.101 , 22.1334
3.102 , 22.1349
3.103 , 22.1363
3.104 , 22.1378
3.105 , 22.1392
3.106 , 22.1406
3.107 , 22.142
3.108 , 22.1433
3.109 , 22.1447
3.11 , 22.146
3.111 , 22.1472
3.112 , 22.1485
3.113 , 22.1497
3.114 , 22.1509
3.115 , 22.1521
3.116 , 22.1532
3.117 , 22.1543
3.118 , 22.1554
3.119 , 22.1565
3.12 , 22.1575
3.121 , 22.1586
3.122 , 22.1596
3.123 , 22.1605
3.124 , 22.1615
3.125 , 22.1624
3.126 , 22.1633
3.127 , 22.1641
3.128 , 22.165
3.129 , 22.1658
3.13 , 22.1666
3.131 , 22.1674
3.132 , 22.1681
3.133 , 22.1688
3.134 , 22.1695
3.135 , 22.1702
3.136 , 22.1708
3.137 , 22.1714
3.138 , 22.172
3.139 , 22.1726
3.14 , 22.1731
3.141 , 22.1736
3.142 , 22.1741
3.143 , 22.1746
3.144 , 22.175
3.145 , 22.1754
3.146 , 22.1758
3.147 , 22.1762
3.148 , 22.1765
3.149 , 22.1768
3.15 , 22.1771
3.151 , 22.1774
3.152 , 22.1776
3.153 , 22.1778
3.154 , 22.178
3.155 , 22.1782
3.156 , 22.1783
3.157 , 22.1784
3.158 , 22.1785
3.159 , 22.1786
3.16 , 22.1786
3.161 , 22.1786
3.162 , 22.1786
3.163 , 22.1785
3.164 , 22.1785
3.165 , 22.1784
3.166 , 22.1783
3.167 , 22.1781
3.168 , 22.178
3.169 , 22.1778
3.17 , 22.1775
3.171 , 22.1773
3.172 , 22.177
3.173 , 22.1767
3.174 , 22.1764
3.175 , 22.1761
3.176 , 22.1757
3.177 , 22.1753
3.178 , 22.1749
3.179 , 22.1745
3.18 , 22.174
3.181 , 22.1735
3.182 , 22.173
3.183 , 22.1724
3.184 , 22.1719
3.185 , 22.1713
3.186 , 22.1706
3.187 , 22.17
3.188 , 22.1693
3.189 , 22.1686
3.19 , 22.1679
3.191 , 22.1672
3.192 , 22.1664
3.193 , 22.1656
3.194 , 22.1648
3.195 , 22.1639
3.196 , 22.1631
3.197 , 22.1622
3.198 , 22.1612
3.199 , 22.1603
3.2 , 22.1593
3.201 , 22.1583
3.202 , 22.1573
3.203 , 22.1563
3.204 , 22.1552
3.205 , 22.1541
3.206 , 22.153
3.207 , 22.1518
3.208 , 22.1507
3.209 , 22.1495
3.21 , 22.1482
3.211 , 22.147
3.212 , 22.1457
3.213 , 22.1444
3.214 , 22.1431
3.215 , 22.1418
3.216 , 22.1404
3.217 , 22.139
3.218 , 22.1376
3.219 , 22.1361
3.22 , 22.1347
3.221 , 22.1332
3.222 , 22.1317
3.223 , 22.1301
3.224 , 22.1285
3.225 , 22.127
3.226 , 22.1253
3.227 , 22.1237
3.228 , 22.122
3.229 , 22.1203
3.23 , 22.1186
3.231 , 22.1169
3.232 , 22.1151
3.233 , 22.1133
3.234 , 22.1115
3.235 , 22.1097
3.236 , 22.1078
3.237 , 22.1059
3.238 , 22.104
3.239 , 22.102
3.24 , 22.1001
3.241 , 22.0981
3.242 , 22.0961
3.243 , 22.094
3.244 , 22.092
3.245 , 22.0899
3.246 , 22.0878
3.247 , 22.0856
3.248 , 22.0835
3.249 , 22.0813
3.25 , 22.0791
3.251 , 22.0768
3.252 , 22.0746
3.253 , 22.0723
3.254 , 22.07
3.255 , 22.0676
3.256 , 22.0653
3.257 , 22.0629
3.258 , 22.0605
3.259 , 22.058
3.26 , 22.0556
3.261 , 22.0531
3.262 , 22.0506
3.263 , 22.0481
3.264 , 22.0455
3.265 , 22.0429
3.266 , 22.0403
3.267 , 22.0377
3.268 , 22.035
3.269 , 22.0324
3.27 , 22.0297
3.271 , 22.0269
3.272 , 22.0242
3.273 , 22.0214
3.274 , 22.0186
3.275 , 22.0158
3.276 , 22.0129
3.277 , 22.0101
3.278 , 22.0072
3.279 , 22.0042
3.28 , 22.0013
3.281 , 21.9983
3.282 , 21.9953
3.283 , 21.9923
3.284 , 21.9893
3.285 , 21.9862
3.286 , 21.9831
3.287 , 21.98
3.288 , 21.9768
3.289 , 21.9737
3.29 , 21.9705
3.291 , 21.9673
3.292 , 21.964
3.293 , 21.9608
3.294 , 21.9575
3.295 , 21.9542
3.296 , 21.9508
3.297 , 21.9475
3.298 , 21.9441
3.299 , 21.9407
3.3 , 21.9372
3.301 , 21.9338
3.302 , 21.9303
3.303 , 21.9268
3.304 , 21.9233
3.305 , 21.9197
3.306 , 21.9161
3.307 , 21.9125
3.308 , 21.9089
3.309 , 21.9053
3.31 , 21.9016
3.311 , 21.8979
3.312 , 21.8942
3.313 , 21.8904
3.314 , 21.8867
3.315 , 21.8829
3.316 , 21.879
3.317 , 21.8752
3.318 , 21.8713
3.319 , 21.8675
3.32 , 21.8635
3.321 , 21.8596
3.322 , 21.8556
3.323 , 21.8517
3.324 , 21.8476
3.325 , 21.8436
3.326 , 21.8396
3.327 , 21.8355
3.328 , 21.8314
3.329 , 21.8272
3.33 , 21.8231
3.331 , 21.8189
3.332 , 21.8147
3.333 , 21.8105
3.334 , 21.8062
3.335 , 21.802
3.336 , 21.7977
3.337 , 21.7934
3.338 , 21.789
3.339 , 21.7846
3.34 , 21.7803
3.341 , 21.7758
3.342 , 21.7714
3.343 , 21.7669
3.344 , 21.7625
3.345 , 21.758
3.346 , 21.7534
3.347 , 21.7489
3.348 , 21.7443
3.349 , 21.7397
3.35 , 21.7351
3.351 , 21.7304
3.352 , 21.7257
3.353 , 21.721
3.354 , 21.7163
3.355 , 21.7116
3.356 , 21.7068
3.357 , 21.702
3.358 , 21.6972
3.359 , 21.6924
3.36 , 21.6875
3.361 , 21.6826
3.362 , 21.6777
3.363 , 21.6728
3.364 , 21.6678
3.365 , 21.6628
3.366 , 21.6578
3.367 , 21.6528
3.368 , 21.6478
3.369 , 21.6427
3.37 , 21.6376
3.371 , 21.6325
3.372 , 21.6273
3.373 , 21.6222
3.374 , 21.617
3.375 , 21.6118
3.376 , 21.6065
3.377 , 21.6013
3.378 , 21.596
3.379 , 21.5907
3.38 , 21.5854
3.381 , 21.58
3.382 , 21.5746
3.383 , 21.5692
3.384 , 21.5638
3.385 , 21.5584
3.386 , 21.5529
3.387 , 21.5474
3.388 , 21.5419
3.389 , 21.5364
3.39 , 21.5308
3.391 , 21.5252
3.392 , 21.5196
3.393 , 21.514
3.394 , 21.5083
3.395 , 21.5027
3.396 , 21.497
3.397 , 21.4913
3.398 , 21.4855
3.399 , 21.4797
3.4 , 21.474
3.401 , 21.4681
3.402 , 21.4623
3.403 , 21.4564
3.404 , 21.4506
3.405 , 21.4447
3.406 , 21.4387
3.407 , 21.4328
3.408 , 21.4268
3.409 , 21.4208
3.41 , 21.4148
3.411 , 21.4088
3.412 , 21.4027
3.413 , 21.3966
3.414 , 21.3905
3.415 , 21.3844
3.416 , 21.3782
3.417 , 21.3721
3.418 , 21.3659
3.419 , 21.3596
3.42 , 21.3534
3.421 , 21.3471
3.422 , 21.3408
3.423 , 21.3345
3.424 , 21.3282
3.425 , 21.3218
3.426 , 21.3154
3.427 , 21.309
3.428 , 21.3026
3.429 , 21.2962
3.43 , 21.2897
3.431 , 21.2832
3.432 , 21.2767
3.433 , 21.2702
3.434 , 21.2636
3.435 , 21.257
3.436 , 21.2504
3.437 , 21.2438
3.438 , 21.2371
3.439 , 21.2305
3.44 , 21.2238
3.441 , 21.2171
3.442 , 21.2103
3.443 , 21.2036
3.444 , 21.1968
3.445 , 21.19
3.446 , 21.1832
3.447 , 21.1763
3.448 , 21.1694
3.449 , 21.1625
3.45 , 21.1556
3.451 , 21.1487
3.452 , 21.1417
3.453 , 21.1347
3.454 , 21.1277
3.455 , 21.1207
3.456 , 21.1137
3.457 , 21.1066
3.458 , 21.0995
3.459 , 21.0924
3.46 , 21.0853
3.461 , 21.0781
3.462 , 21.0709
3.463 , 21.0637
3.464 , 21.0565
3.465 , 21.0492
3.466 , 21.042
3.467 , 21.0347
3.468 , 21.0274
3.469 , 21.02
3.47 , 21.0127
3.471 , 21.0053
3.472 , 20.9979
3.473 , 20.9905
3.474 , 20.983
3.475 , 20.9756
3.476 , 20.9681
3.477 , 20.9606
3.478 , 20.9531
3.479 , 20.9455
3.48 , 20.9379
3.481 , 20.9303
3.482 , 20.9227
3.483 , 20.9151
3.484 , 20.9074
3.485 , 20.8998
3.486 , 20.892
3.487 , 20.8843
3.488 , 20.8766
3.489 , 20.8688
3.49 , 20.861
3.491 , 20.8532
3.492 , 20.8454
3.493 , 20.8375
3.494 , 20.8297
3.495 , 20.8218
3.496 , 20.8138
3.497 , 20.8059
3.498 , 20.798
3.499 , 20.79
3.5 , 20.782
3.501 , 20.7739
3.502 , 20.7659
3.503 , 20.7578
3.504 , 20.7497
3.505 , 20.7416
3.506 , 20.7335
3.507 , 20.7254
3.508 , 20.7172
3.509 , 20.709
3.51 , 20.7008
3.511 , 20.6925
3.512 , 20.6843
3.513 , 20.676
3.514 , 20.6677
3.515 , 20.6594
3.516 , 20.6511
3.517 , 20.6427
3.518 , 20.6343
3.519 , 20.6259
3.52 , 20.6175
3.521 , 20.609
3.522 , 20.6006
3.523 , 20.5921
3.524 , 20.5836
3.525 , 20.575
3.526 , 20.5665
3.527 , 20.5579
3.528 , 20.5493
3.529 , 20.5407
3.53 , 20.5321
3.531 , 20.5234
3.532 , 20.5148
3.533 , 20.5061
3.534 , 20.4973
3.535 , 20.4886
3.536 , 20.4799
3.537 , 20.4711
3.538 , 20.4623
3.539 , 20.4535
3.54 , 20.4446
3.541 , 20.4358
3.542 , 20.4269
3.543 , 20.418
3.544 , 20.409
3.545 , 20.4001
3.546 , 20.3911
3.547 , 20.3822
3.548 , 20.3732
3.549 , 20.3641
3.55 , 20.3551
3.551 , 20.346
3.552 , 20.3369
3.553 , 20.3278
3.554 , 20.3187
3.555 , 20.3096
3.556 , 20.3004
3.557 , 20.2912
3.558 , 20.282
3.559 , 20.2728
3.56 , 20.2635
3.561 , 20.2543
3.562 , 20.245
3.563 , 20.2357
3.564 , 20.2263
3.565 , 20.217
3.566 , 20.2076
3.567 , 20.1982
3.568 , 20.1888
3.569 , 20.1794
3.57 , 20.1699
3.571 , 20.1605
3.572 , 20.151
3.573 , 20.1415
3.574 , 20.1319
3.575 , 20.1224
3.576 , 20.1128
3.577 , 20.1032
3.578 , 20.0936
3.579 , 20.084
3.58 , 20.0743
3.581 , 20.0647
3.582 , 20.055
3.583 , 20.0453
3.584 , 20.0356
3.585 , 20.0258
3.586 , 20.016
3.587 , 20.0063
3.588 , 19.9965
3.589 , 19.9866
3.59 , 19.9768
3.591 , 19.9669
3.592 , 19.957
3.593 , 19.9471
3.594 , 19.9372
3.595 , 19.9273
3.596 , 19.9173
3.597 , 19.9073
3.598 , 19.8973
3.599 , 19.8873
3.6 , 19.8773
3.601 , 19.8672
3.602 , 19.8571
3.603 , 19.847
3.604 , 19.8369
3.605 , 19.8268
3.606 , 19.8166
3.607 , 19.8064
3.608 , 19.7962
3.609 , 19.786
3.61 , 19.7758
3.611 , 19.7655
3.612 , 19.7553
3.613 , 19.745
3.614 , 19.7347
3.615 , 19.7243
3.616 , 19.714
3.617 , 19.7036
3.618 , 19.6932
3.619 , 19.6828
3.62 , 19.6724
3.621 , 19.6619
3.622 , 19.6515
3.623 , 19.641
3.624 , 19.6305
3.625 , 19.62
3.626 , 19.6094
3.627 , 19.5989
3.628 , 19.5883
3.629 , 19.5777
3.63 , 19.5671
3.631 , 19.5565
3.632 , 19.5458
3.633 , 19.5351
3.634 , 19.5244
3.635 , 19.5137
3.636 , 19.503
3.637 , 19.4923
3.638 , 19.4815
3.639 , 19.4707
3.64 , 19.4599
3.641 , 19.4491
3.642 , 19.4383
3.643 , 19.4274
3.644 , 19.4165
3.645 , 19.4056
3.646 , 19.3947
3.647 , 19.3838
3.648 , 19.3728
3.649 , 19.3619
3.65 , 19.3509
3.651 , 19.3399
3.652 , 19.3288
3.653 , 19.3178
3.654 , 19.3067
3.655 , 19.2957
3.656 , 19.2846
3.657 , 19.2734
3.658 , 19.2623
3.659 , 19.2512
3.66 , 19.24
3.661 , 19.2288
3.662 , 19.2176
3.663 , 19.2064
3.664 , 19.1951
3.665 , 19.1839
3.666 , 19.1726
3.667 , 19.1613
3.668 , 19.15
3.669 , 19.1386
3.67 , 19.1273
3.671 , 19.1159
3.672 , 19.1045
3.673 , 19.0931
3.674 , 19.0817
3.675 , 19.0703
3.676 , 19.0588
3.677 , 19.0473
3.678 , 19.0358
3.679 , 19.0243
3.68 , 19.0128
3.681 , 19.0013
3.682 , 18.9897
3.683 , 18.9781
3.684 , 18.9665
3.685 , 18.9549
3.686 , 18.9432
3.687 , 18.9316
3.688 , 18.9199
3.689 , 18.9082
3.69 , 18.8965
3.691 , 18.8848
3.692 , 18.8731
3.693 , 18.8613
3.694 , 18.8495
3.695 , 18.8377
3.696 , 18.8259
3.697 , 18.8141
3.698 , 18.8022
3.699 , 18.7904
3.7 , 18.7785
3.701 , 18.7666
3.702 , 18.7547
3.703 , 18.7427
3.704 , 18.7308
3.705 , 18.7188
3.706 , 18.7068
3.707 , 18.6948
3.708 , 18.6828
3.709 , 18.6708
3.71 , 18.6587
3.711 , 18.6467
3.712 , 18.6346
3.713 , 18.6225
3.714 , 18.6103
3.715 , 18.5982
3.716 , 18.586
3.717 , 18.5739
3.718 , 18.5617
3.719 , 18.5495
3.72 , 18.5373
3.721 , 18.525
3.722 , 18.5128
3.723 , 18.5005
3.724 , 18.4882
3.725 , 18.4759
3.726 , 18.4636
3.727 , 18.4512
3.728 , 18.4388
3.729 , 18.4265
3.73 , 18.4141
3.731 , 18.4017
3.732 , 18.3892
3.733 , 18.3768
3.734 , 18.3643
3.735 , 18.3519
3.736 , 18.3394
3.737 , 18.3269
3.738 , 18.3143
3.739 , 18.3018
3.74 , 18.2892
3.741 , 18.2767
3.742 , 18.2641
3.743 , 18.2515
3.744 , 18.2388
3.745 , 18.2262
3.746 , 18.2135
3.747 , 18.2009
3.748 , 18.1882
3.749 , 18.1755
3.75 , 18.1628
3.751 , 18.15
3.752 , 18.1373
3.753 , 18.1245
3.754 , 18.1117
3.755 , 18.0989
3.756 , 18.0861
3.757 , 18.0732
3.758 , 18.0604
3.759 , 18.0475
3.76 , 18.0346
3.761 , 18.0217
3.762 , 18.0088
3.763 , 17.9959
3.764 , 17.9829
3.765 , 17.97
3.766 , 17.957
3.767 , 17.944
3.768 , 17.931
3.769 , 17.918
3.77 , 17.9049
3.771 , 17.8919
3.772 , 17.8788
3.773 , 17.8657
3.774 , 17.8526
3.775 , 17.8395
3.776 , 17.8263
3.777 , 17.8132
3.778 , 17.8
3.779 , 17.7868
3.78 , 17.7736
3.781 , 17.7604
3.782 , 17.7472
3.783 , 17.7339
3.784 , 17.7207
3.785 , 17.7074
3.786 , 17.6941
3.787 , 17.6808
3.788 , 17.6675
3.789 , 17.6541
3.79 , 17.6408
3.791 , 17.6274
3.792 , 17.614
3.793 , 17.6006
3.794 , 17.5872
3.795 , 17.5738
3.796 , 17.5603
3.797 , 17.5469
3.798 , 17.5334
3.799 , 17.5199
3.8 , 17.5064
3.801 , 17.4929
3.802 , 17.4793
3.803 , 17.4658
3.804 , 17.4522
3.805 , 17.4386
3.806 , 17.425
3.807 , 17.4114
3.808 , 17.3978
3.809 , 17.3841
3.81 , 17.3705
3.811 , 17.3568
3.812 , 17.3431
3.813 , 17.3294
3.814 , 17.3157
3.815 , 17.3019
3.816 , 17.2882
3.817 , 17.2744
3.818 , 17.2607
3.819 , 17.2469
3.82 , 17.2331
3.821 , 17.2192
3.822 , 17.2054
3.823 , 17.1916
3.824 , 17.1777
3.825 , 17.1638
3.826 , 17.1499
3.827 , 17.136
3.828 , 17.1221
3.829 , 17.1081
3.83 , 17.0942
3.831 , 17.0802
3.832 , 17.0662
3.833 , 17.0522
3.834 , 17.0382
3.835 , 17.0242
3.836 , 17.0102
3.837 , 16.9961
3.838 , 16.9821
3.839 , 16.968
3.84 , 16.9539
3.841 , 16.9398
3.842 , 16.9256
3.843 , 16.9115
3.844 , 16.8973
3.845 , 16.8832
