a, Eruling, Fbend,
1.76,0,1.42106,1.42106
1.761,0,1.42082,1.42082
1.762,0,1.42058,1.42058
1.763,0,1.42034,1.42034
1.764,0,1.42011,1.42011
1.765,0,1.41988,1.41988
1.766,0,1.41965,1.41965
1.767,0,1.41942,1.41942
1.768,0,1.41919,1.41919
1.769,0,1.41897,1.41897
1.77,0,1.41875,1.41875
1.771,0,1.41853,1.41853
1.772,0,1.41843,1.41843
1.773,0,1.41839,1.41839
1.774,0,1.41835,1.41835
1.775,0,1.41832,1.41832
1.776,0,1.41829,1.41829
1.777,0,1.41826,1.41826
1.778,0,1.41824,1.41824
1.779,0,1.41822,1.41822
1.78,0,1.4182,1.4182
1.781,0,1.41818,1.41818
1.782,0,1.41817,1.41817
1.783,0,1.41816,1.41816
1.784,0,1.41815,1.41815
1.785,0,1.41814,1.41814
1.786,0,1.41814,1.41814
1.787,0,1.41814,1.41814
1.788,0,1.41814,1.41814
1.789,0,1.41814,1.41814
1.79,0,1.41815,1.41815
1.791,0,1.41816,1.41816
1.792,0,1.41817,1.41817
1.793,0,1.4182,1.4182
1.794,0,1.41859,1.41859
1.795,0,1.41899,1.41899
1.796,0,1.41939,1.41939
1.797,0,1.41979,1.41979
1.798,0,1.42019,1.42019
1.799,0,1.4206,1.4206
1.8,0,1.421,1.421
1.801,0,1.42141,1.42141
1.802,0,1.42183,1.42183
1.803,0,1.42225,1.42225
1.804,0,1.42266,1.42266
1.805,0,1.42309,1.42309
1.806,0,1.42351,1.42351
1.807,0,1.42394,1.42394
1.808,0,1.42437,1.42437
1.809,0,1.4248,1.4248
1.81,0,1.42524,1.42524
1.811,0,1.42568,1.42568
1.812,0,1.42612,1.42612
1.813,0,1.42656,1.42656
1.814,0,1.42701,1.42701
1.815,0,1.42746,1.42746
1.816,0,1.42791,1.42791
1.817,0,1.42837,1.42837
1.818,0,1.42882,1.42882
1.819,0,1.42928,1.42928
1.82,0,1.42975,1.42975
1.821,0,1.43021,1.43021
1.822,0,1.43068,1.43068
1.823,0,1.43115,1.43115
1.824,0,1.43163,1.43163
1.825,0,1.43211,1.43211
1.826,0,1.43259,1.43259
1.827,0,1.43307,1.43307
1.828,0,1.43356,1.43356
1.829,0,1.43404,1.43404
1.83,0,1.43454,1.43454
1.831,0,1.43503,1.43503
1.832,0,1.43553,1.43553
1.833,0,1.43603,1.43603
1.834,0,1.43653,1.43653
1.835,0,1.43704,1.43704
1.836,0,1.43755,1.43755
1.837,0,1.43806,1.43806
1.838,0,1.43857,1.43857
1.839,0,1.43909,1.43909
1.84,0,1.43961,1.43961
1.841,0,1.44013,1.44013
1.842,0,1.44066,1.44066
1.843,0,1.44119,1.44119
1.844,0,1.44172,1.44172
1.845,0,1.44225,1.44225
1.846,0,1.44279,1.44279
1.847,0,1.44333,1.44333
1.848,0,1.44387,1.44387
1.849,0,1.44442,1.44442
1.85,0,1.44497,1.44497
1.851,0,1.44552,1.44552
1.852,0,1.44608,1.44608
1.853,0,1.44663,1.44663
1.854,0,1.44719,1.44719
1.855,0,1.44776,1.44776
1.856,0,1.44832,1.44832
1.857,0,1.44889,1.44889
1.858,0,1.44947,1.44947
1.859,0,1.45004,1.45004
1.86,0,1.45062,1.45062
1.861,0,1.4512,1.4512
1.862,0,1.45179,1.45179
1.863,0,1.45238,1.45238
1.864,0,1.45297,1.45297
1.865,0,1.45356,1.45356
1.866,0,1.45416,1.45416
1.867,0,1.45476,1.45476
1.868,0,1.45536,1.45536
1.869,0,1.45596,1.45596
1.87,0,1.45657,1.45657
1.871,0,1.45719,1.45719
1.872,0,1.4578,1.4578
1.873,0,1.45842,1.45842
1.874,0,1.45904,1.45904
1.875,0,1.45966,1.45966
1.876,0,1.46029,1.46029
1.877,0,1.46092,1.46092
1.878,0,1.46155,1.46155
1.879,0,1.46219,1.46219
1.88,0,1.46283,1.46283
1.881,0,1.46347,1.46347
1.882,0,1.46412,1.46412
1.883,0,1.46477,1.46477
1.884,0,1.46542,1.46542
1.885,0,1.46607,1.46607
1.886,0,1.46673,1.46673
1.887,0,1.46739,1.46739
1.888,0,1.46806,1.46806
1.889,0,1.46873,1.46873
1.89,0,1.4694,1.4694
1.891,0,1.47007,1.47007
1.892,0,1.47075,1.47075
1.893,0,1.47143,1.47143
1.894,0,1.47211,1.47211
1.895,0,1.4728,1.4728
1.896,0,1.47349,1.47349
1.897,0,1.47418,1.47418
1.898,0,1.47488,1.47488
1.899,0,1.47558,1.47558
1.9,0,1.47628,1.47628
1.901,0,1.47699,1.47699
1.902,0,1.4777,1.4777
1.903,0,1.47841,1.47841
1.904,0,1.47913,1.47913
1.905,0,1.47985,1.47985
1.906,0,1.48057,1.48057
1.907,0,1.4813,1.4813
1.908,0,1.48203,1.48203
1.909,0,1.48276,1.48276
1.91,0,1.48349,1.48349
1.911,0,1.48423,1.48423
1.912,0,1.48498,1.48498
1.913,0,1.48572,1.48572
1.914,0,1.48647,1.48647
1.915,0,1.48722,1.48722
1.916,0,1.48798,1.48798
1.917,0,1.48874,1.48874
1.918,0,1.4895,1.4895
1.919,0,1.49027,1.49027
1.92,0,1.49104,1.49104
1.921,0,1.49181,1.49181
1.922,0,1.49259,1.49259
1.923,0,1.49337,1.49337
1.924,0,1.49415,1.49415
1.925,0,1.49494,1.49494
1.926,0,1.49573,1.49573
1.927,0,1.49652,1.49652
1.928,0,1.49732,1.49732
1.929,0,1.49812,1.49812
1.93,0,1.49892,1.49892
1.931,0,1.49973,1.49973
1.932,0,1.50054,1.50054
1.933,0,1.50136,1.50136
1.934,0,1.50217,1.50217
1.935,0,1.50299,1.50299
1.936,0,1.50382,1.50382
1.937,0,1.50465,1.50465
1.938,0,1.50548,1.50548
1.939,0,1.50632,1.50632
1.94,0,1.50716,1.50716
1.941,0,1.508,1.508
1.942,0,1.50885,1.50885
1.943,0,1.5097,1.5097
1.944,0,1.51055,1.51055
1.945,0,1.51141,1.51141
1.946,0,1.51227,1.51227
1.947,0,1.51313,1.51313
1.948,0,1.514,1.514
1.949,0,1.51487,1.51487
1.95,0,1.51575,1.51575
1.951,0,1.51663,1.51663
1.952,0,1.51751,1.51751
1.953,0,1.5184,1.5184
1.954,0,1.51929,1.51929
1.955,0,1.52018,1.52018
1.956,0,1.52108,1.52108
1.957,0,1.52198,1.52198
1.958,0,1.52289,1.52289
1.959,0,1.5238,1.5238
1.96,0,1.52471,1.52471
1.961,0,1.52563,1.52563
1.962,0,1.52655,1.52655
1.963,0,1.52748,1.52748
1.964,0,1.5284,1.5284
1.965,0,1.52934,1.52934
1.966,0,1.53027,1.53027
1.967,0,1.53121,1.53121
1.968,0,1.53216,1.53216
1.969,0,1.5331,1.5331
1.97,0,1.53406,1.53406
1.971,0,1.53501,1.53501
1.972,0,1.53597,1.53597
1.973,0,1.53693,1.53693
1.974,0,1.5379,1.5379
1.975,0,1.53887,1.53887
1.976,0,1.53985,1.53985
1.977,0,1.54083,1.54083
1.978,0,1.54181,1.54181
1.979,0,1.5428,1.5428
1.98,0,1.54379,1.54379
1.981,0,1.54478,1.54478
1.982,0,1.54578,1.54578
1.983,0,1.54679,1.54679
1.984,0,1.5478,1.5478
1.985,0,1.54881,1.54881
1.986,0,1.54982,1.54982
1.987,0,1.55084,1.55084
1.988,0,1.55187,1.55187
1.989,0,1.55289,1.55289
1.99,0,1.55393,1.55393
1.991,0,1.55496,1.55496
1.992,0,1.556,1.556
1.993,0,1.55705,1.55705
1.994,2.00059,1.5581,1
1.995,2.00661,1.55915,1
1.996,2.01263,1.56021,1
1.997,2.01864,1.56127,1
1.998,2.02465,1.56233,1
1.999,2.03065,1.5634,1
2,2.03664,1.56448,1
2.001,2.04262,1.56556,1
2.002,2.0486,1.56664,1
2.003,2.05458,1.56773,1
2.004,2.06054,1.56882,1
2.005,2.0665,1.56992,1
2.006,2.07245,1.57102,1
2.007,2.0784,1.57212,1
2.008,2.08434,1.57323,1
2.009,2.09028,1.57434,1
2.01,2.0962,1.57546,1
2.011,2.10212,1.57658,1
2.012,2.10804,1.57771,1
2.013,2.11395,1.57884,1
2.014,2.11985,1.57998,1
2.015,2.12575,1.58112,1
2.016,2.13164,1.58226,1
2.017,2.13752,1.58341,1
2.018,2.1434,1.58456,1
2.019,2.14927,1.58572,1
2.02,2.15513,1.58689,1
2.021,2.16099,1.58805,1
2.022,2.16685,1.58923,1
2.023,2.17269,1.5904,1
2.024,2.17853,1.59158,1
2.025,2.18437,1.59277,1
2.026,2.1902,1.59396,1
2.027,2.19602,1.59516,1
2.028,2.20183,1.59636,1
2.029,2.20764,1.59756,1
2.03,2.21345,1.59877,1
2.031,2.21925,1.59999,1
2.032,2.22504,1.60121,1
2.033,2.23083,1.60243,1
2.034,2.23661,1.60366,1
2.035,2.24238,1.60489,1
2.036,2.24815,1.60613,1
2.037,2.25391,1.60737,1
2.038,2.25967,1.60862,1
2.039,2.26542,1.60988,1
2.04,2.27116,1.61113,1
2.041,2.2769,1.6124,1
2.042,2.28264,1.61366,1
2.043,2.28836,1.61494,1
2.044,2.29409,1.61622,1
2.045,2.2998,1.6175,1
2.046,2.30551,1.61879,1
2.047,2.31122,1.62008,1
2.048,2.31692,1.62138,1
2.049,2.32261,1.62268,1
2.05,2.3283,1.62399,1
2.051,2.33398,1.6253,1
2.052,2.33965,1.62662,1
2.053,2.34532,1.62794,1
2.054,2.35099,1.62927,1
2.055,2.35665,1.63061,1
2.056,2.3623,1.63195,1
2.057,2.36795,1.63329,1
2.058,2.37359,1.63464,1
2.059,2.37923,1.636,1
2.06,2.38486,1.63736,1
2.061,2.39049,1.63872,1
2.062,2.39611,1.64009,1
2.063,2.40172,1.64147,1
2.064,2.40733,1.64285,1
2.065,2.41293,1.64424,1
2.066,2.41853,1.64563,1
2.067,2.42413,1.64703,1
2.068,2.42971,1.64843,1
2.069,2.43529,1.64984,1
2.07,2.44087,1.65126,1
2.071,2.44644,1.65268,1
2.072,2.45201,1.65411,1
2.073,2.45757,1.65554,1
2.074,2.46312,1.65697,1
2.075,2.46867,1.65842,1
2.076,2.47422,1.65987,1
2.077,2.47975,1.66132,1
2.078,2.48529,1.66278,1
2.079,2.49082,1.66425,1
2.08,2.49634,1.66572,1
2.081,2.50186,1.66719,1
2.082,2.50737,1.66868,1
2.083,2.51287,1.67017,1
2.084,2.51838,1.67166,1
2.085,2.52387,1.67316,1
2.086,2.52936,1.67467,1
2.087,2.53485,1.67618,1
2.088,2.54033,1.6777,1
2.089,2.5458,1.67922,1
2.09,2.55127,1.68075,1
2.091,2.55674,1.68229,1
2.092,2.5622,1.68383,1
2.093,2.56765,1.68538,1
2.094,2.5731,1.68694,1
2.095,2.57855,1.6885,1
2.096,2.58399,1.69006,1
2.097,2.58942,1.69164,1
2.098,2.59485,1.69322,1
2.099,2.60027,1.6948,1
2.1,2.60569,1.69639,1
2.101,2.6111,1.69799,1
2.102,2.61651,1.6996,1
2.103,2.62192,1.70121,1
2.104,2.62731,1.70283,1
2.105,2.63271,1.70445,1
2.106,2.6381,1.70608,1
2.107,2.64348,1.70772,1
2.108,2.64886,1.70936,1
2.109,2.65423,1.71101,1
2.11,2.6596,1.71267,1
2.111,2.66496,1.71433,1
2.112,2.67032,1.716,1
2.113,2.67567,1.71768,1
2.114,2.68102,1.71936,1
2.115,2.68636,1.72105,1
2.116,2.6917,1.72274,1
2.117,2.69703,1.72445,1
2.118,2.70236,1.72616,1
2.119,2.70768,1.72788,1
2.12,2.713,1.7296,1
2.121,2.71831,1.73133,1
2.122,2.72362,1.73307,1
2.123,2.72892,1.73481,1
2.124,2.73422,1.73656,1
2.125,2.73952,1.73832,1
2.126,2.7448,1.74009,1
2.127,2.75009,1.74186,1
2.128,2.75537,1.74364,1
2.129,2.76064,1.74543,1
2.13,2.76591,1.74722,1
2.131,2.77117,1.74903,1
2.132,2.77643,1.75084,1
2.133,2.78169,1.75265,1
2.134,2.78694,1.75448,1
2.135,2.79218,1.75631,1
2.136,2.79742,1.75815,1
2.137,2.80265,1.75999,1
2.138,2.80788,1.76185,1
2.139,2.81311,1.76371,1
2.14,2.81833,1.76558,1
2.141,2.82355,1.76745,1
2.142,2.82876,1.76934,1
2.143,2.83396,1.77123,1
2.144,2.83916,1.77313,1
2.145,2.84436,1.77504,1
2.146,2.84955,1.77695,1
2.147,2.85474,1.77888,1
2.148,2.85992,1.78081,1
2.149,2.8651,1.78275,1
2.15,2.87027,1.78469,1
2.151,2.87544,1.78665,1
2.152,2.8806,1.78861,1
2.153,2.88576,1.79058,1
2.154,2.89091,1.79256,1
2.155,2.89606,1.79455,1
2.156,2.90121,1.79655,1
2.157,2.90635,1.79855,1
2.158,2.91148,1.80056,1
2.159,2.91661,1.80258,1
2.16,2.92174,1.80461,1
2.161,2.92686,1.80665,1
2.162,2.93197,1.8087,1
2.163,2.93708,1.81075,1
2.164,2.94219,1.81281,1
2.165,2.94729,1.81489,1
2.166,2.95239,1.81697,1
2.167,2.95748,1.81906,1
2.168,2.96257,1.82116,1
2.169,2.96765,1.82326,1
2.17,2.97273,1.82538,1
2.171,2.9778,1.8275,1
2.172,2.98287,1.82964,1
2.173,2.98794,1.83178,1
2.174,2.993,1.83393,1
2.175,2.99805,1.83609,1
2.176,3.0031,1.83826,1
2.177,3.00815,1.84044,1
2.178,3.01319,1.84263,1
2.179,3.01823,1.84483,1
2.18,3.02326,1.84704,1
2.181,3.02829,1.84925,1
2.182,3.03331,1.85148,1
2.183,3.03833,1.85372,1
2.184,3.04334,1.85596,1
2.185,3.04835,1.85822,1
2.186,3.05335,1.86048,1
2.187,3.05835,1.86276,1
2.188,3.06335,1.86504,1
2.189,3.06834,1.86733,1
2.19,3.07333,1.86964,1
2.191,3.07831,1.87195,1
2.192,3.08328,1.87428,1
2.193,3.08826,1.87661,1
2.194,3.09322,1.87896,1
2.195,3.09819,1.88131,1
2.196,3.10315,1.88368,1
2.197,3.1081,1.88605,1
2.198,3.11305,1.88844,1
2.199,3.11799,1.89083,1
2.2,3.12293,1.89324,1
2.201,3.12787,1.89566,1
2.202,3.1328,1.89808,1
2.203,3.13773,1.90052,1
2.204,3.14265,1.90297,1
2.205,3.14757,1.90543,1
2.206,3.15248,1.9079,1
2.207,3.15739,1.91038,1
2.208,3.16229,1.91288,1
2.209,3.16719,1.91538,1
2.21,3.17209,1.9179,1
2.211,3.17698,1.92042,1
2.212,3.18186,1.92296,1
2.213,3.18674,1.92551,1
2.214,3.19162,1.92807,1
2.215,3.19649,1.93064,1
2.216,3.20136,1.93323,1
2.217,3.20622,1.93582,1
2.218,3.21108,1.93843,1
2.219,3.21593,1.94105,1
2.22,3.22078,1.94368,1
2.221,3.22563,1.94632,1
2.222,3.23047,1.94898,1
2.223,3.2353,1.95164,1
2.224,3.24013,1.95432,1
2.225,3.24496,1.95701,1
2.226,3.24978,1.95972,1
2.227,3.2546,1.96243,1
2.228,3.25941,1.96516,1
2.229,3.26422,1.9679,1
2.23,3.26903,1.97065,1
2.231,3.27383,1.97342,1
2.232,3.27862,1.9762,1
2.233,3.28341,1.97899,1
2.234,3.2882,1.98179,1
2.235,3.29298,1.98461,1
2.236,3.29776,1.98744,1
2.237,3.30253,1.99029,1
2.238,3.3073,1.99314,1
2.239,3.31206,1.99602,1
2.24,3.31682,1.9989,1
2.241,3.32158,2.0018,1
2.242,3.32633,2.00471,1
2.243,3.33107,2.00763,1
2.244,3.33581,2.01057,1
2.245,3.34055,2.01353,1
2.246,3.34528,2.01649,1
2.247,3.35001,2.01947,1
2.248,3.35473,2.02247,1
2.249,3.35945,2.02548,1
2.25,3.36416,2.0285,1
2.251,3.36887,2.03154,1
2.252,3.37358,2.03459,1
2.253,3.37828,2.03766,1
2.254,3.38298,2.04074,1
2.255,3.38767,2.04384,1
2.256,3.39235,2.04695,1
2.257,3.39704,2.05008,1
2.258,3.40172,2.05322,1
2.259,3.40639,2.05638,1
2.26,3.41106,2.05955,1
2.261,3.41572,2.06274,1
2.262,3.42038,2.06594,1
2.263,3.42504,2.06916,1
2.264,3.42969,2.0724,1
2.265,3.43434,2.07565,1
2.266,3.43898,2.07892,1
2.267,3.44362,2.0822,1
2.268,3.44825,2.0855,1
2.269,3.45288,2.08882,1
2.27,3.4575,2.09215,1
2.271,3.46212,2.0955,1
2.272,3.46674,2.09886,1
2.273,3.47135,2.10225,1
2.274,3.47595,2.10565,1
2.275,3.48055,2.10906,1
2.276,3.48515,2.1125,1
2.277,3.48974,2.11595,1
2.278,3.49433,2.11942,1
2.279,3.49892,2.1229,1
2.28,3.5035,2.12641,1
2.281,3.50807,2.12993,1
2.282,3.51264,2.13347,1
2.283,3.51721,2.13703,1
2.284,3.52177,2.1406,1
2.285,3.52632,2.1442,1
2.286,3.53088,2.14781,1
2.287,3.53542,2.15144,1
2.288,3.53997,2.15509,1
2.289,3.5445,2.15876,1
2.29,3.54904,2.16245,1
2.291,3.55357,2.16616,1
2.292,3.55809,2.16988,1
2.293,3.56261,2.17363,1
2.294,3.56713,2.1774,1
2.295,3.57164,2.18118,1
2.296,3.57615,2.18499,1
2.297,3.58065,2.18881,1
2.298,3.58515,2.19266,1
2.299,3.58964,2.19653,1
2.3,3.59413,2.20041,1
2.301,3.59861,2.20432,1
2.302,3.60309,2.20825,1
2.303,3.60757,2.2122,1
2.304,3.61204,2.21617,1
2.305,3.61651,2.22016,1
2.306,3.62097,2.22417,1
2.307,3.62542,2.22821,1
2.308,3.62988,2.23226,1
2.309,3.63432,2.23634,1
2.31,3.63877,2.24044,1
2.311,3.64321,2.24457,1
2.312,3.64764,2.24871,1
2.313,3.65207,2.25288,1
2.314,3.6565,2.25707,1
2.315,3.66092,2.26129,1
2.316,3.66533,2.26552,1
2.317,3.66974,2.26978,1
2.318,3.67415,2.27407,1
2.319,3.67855,2.27838,1
2.32,3.68295,2.28271,1
2.321,3.68735,2.28707,1
2.322,3.69173,2.29145,1
2.323,3.69612,2.29585,1
2.324,3.7005,2.30028,1
2.325,3.70487,2.30474,1
2.326,3.70924,2.30922,1
2.327,3.71361,2.31372,1
2.328,3.71797,2.31825,1
2.329,3.72233,2.32281,1
2.33,3.72668,2.32739,1
2.331,3.73103,2.332,1
2.332,3.73537,2.33664,1
2.333,3.73971,2.3413,1
2.334,3.74404,2.34599,1
2.335,3.74837,2.35071,1
2.336,3.7527,2.35545,1
2.337,3.75702,2.36022,1
2.338,3.76133,2.36502,1
2.339,3.76564,2.36985,1
2.34,3.76995,2.37471,1
2.341,3.77425,2.37959,1
2.342,3.77855,2.3845,1
2.343,3.78284,2.38944,1
2.344,3.78713,2.39442,1
2.345,3.79141,2.39942,1
2.346,3.79569,2.40445,1
2.347,3.79996,2.40951,1
2.348,3.80423,2.4146,1
2.349,3.8085,2.41972,1
2.35,3.81276,2.42487,1
2.351,3.81701,2.43005,1
2.352,3.82126,2.43527,1
2.353,3.82551,2.44052,1
2.354,3.82975,2.44579,1
2.355,3.83399,2.4511,1
2.356,3.83822,2.45645,1
2.357,3.84245,2.46182,1
2.358,3.84667,2.46723,1
2.359,3.85089,2.47267,1
2.36,3.8551,2.47815,1
2.361,3.85931,2.48366,1
2.362,3.86351,2.4892,1
2.363,3.86771,2.49478,1
2.364,3.87191,2.5004,1
2.365,3.8761,2.50604,1
2.366,3.88028,2.51173,1
2.367,3.88447,2.51745,1
2.368,3.88864,2.52321,1
2.369,3.89281,2.529,1
2.37,3.89698,2.53483,1
2.371,3.90114,2.5407,1
2.372,3.9053,2.5466,1
2.373,3.90945,2.55254,1
2.374,3.9136,2.55852,1
2.375,3.91774,2.56454,1
2.376,3.92188,2.5706,1
2.377,3.92602,2.5767,1
2.378,3.93015,2.58284,1
2.379,3.93427,2.58902,1
2.38,3.93839,2.59523,1
2.381,3.94251,2.60149,1
2.382,3.94662,2.60779,1
2.383,3.95072,2.61414,1
2.384,3.95482,2.62052,1
2.385,3.95892,2.62695,1
2.386,3.96301,2.63342,1
2.387,3.9671,2.63993,1
2.388,3.97118,2.64649,1
2.389,3.97526,2.65309,1
2.39,3.97933,2.65973,1
2.391,3.9834,2.66643,1
2.392,3.98746,2.67316,1
2.393,3.99152,2.67994,1
2.394,3.99557,2.68677,1
2.395,3.99962,2.69365,1
2.396,4.00366,2.70057,1
2.397,4.0077,2.70754,1
2.398,4.01174,2.71456,1
2.399,4.01577,2.72163,1
2.4,4.01979,2.72875,1
2.401,4.02381,2.73591,1
2.402,4.02782,2.74313,1
2.403,4.03184,2.7504,1
2.404,4.03584,2.75772,1
2.405,4.03984,2.76509,1
2.406,4.04384,2.77252,1
2.407,4.04783,2.77999,1
2.408,4.05181,2.78752,1
2.409,4.0558,2.79511,1
2.41,4.05977,2.80275,1
2.411,4.06374,2.81044,1
2.412,4.06771,2.81819,1
2.413,4.07167,2.826,1
2.414,4.07563,2.83386,1
2.415,4.07958,2.84179,1
2.416,4.08353,2.84976,1
2.417,4.08747,2.8578,1
2.418,4.09141,2.8659,1
2.419,4.09535,2.87406,1
2.42,4.09927,2.88228,1
2.421,4.1032,2.89056,1
2.422,4.10712,2.8989,1
2.423,4.11103,2.90731,1
2.424,4.11494,2.91578,1
2.425,4.11884,2.92431,1
2.426,4.12274,2.93291,1
2.427,4.12663,2.94157,1
2.428,4.13052,2.9503,1
2.429,4.13441,2.9591,1
2.43,4.13829,2.96797,1
2.431,4.14216,2.9769,1
2.432,4.14603,2.9859,1
2.433,4.1499,2.99498,1
2.434,4.15376,3.00412,1
2.435,4.15761,3.01334,1
2.436,4.16146,3.02263,1
2.437,4.16531,3.03199,1
2.438,4.16915,3.04143,1
2.439,4.17298,3.05094,1
2.44,4.17681,3.06053,1
2.441,4.18064,3.07019,1
2.442,4.18446,3.07993,1
2.443,4.18827,3.08976,1
2.444,4.19208,3.09966,1
2.445,4.19589,3.10964,1
2.446,4.19969,3.1197,1
2.447,4.20348,3.12985,1
2.448,4.20728,3.14008,1
2.449,4.21106,3.15039,1
2.45,4.21484,3.16079,1
2.451,4.21862,3.17128,1
2.452,4.22239,3.18185,1
2.453,4.22615,3.19251,1
2.454,4.22991,3.20327,1
2.455,4.23367,3.21411,1
2.456,4.23742,3.22505,1
2.457,4.24117,3.23607,1
2.458,4.24491,3.2472,1
2.459,4.24864,3.25842,1
2.46,4.25237,3.26973,1
2.461,4.2561,3.28114,1
2.462,4.25982,3.29266,1
2.463,4.26353,3.30427,1
2.464,4.26725,3.31598,1
2.465,4.27095,3.3278,1
2.466,4.27465,3.33972,1
2.467,4.27835,3.35175,1
2.468,4.28204,3.36388,1
2.469,4.28572,3.37612,1
2.47,4.2894,3.38848,1
2.471,4.29308,3.40094,1
2.472,4.29675,3.41352,1
2.473,4.30041,3.42621,1
2.474,4.30407,3.43901,1
2.475,4.30773,3.45193,1
2.476,4.31138,3.46498,1
2.477,4.31502,3.47814,1
2.478,4.31866,3.49142,1
2.479,4.3223,3.50483,1
2.48,4.32592,3.51836,1
2.481,4.32955,3.53202,1
2.482,4.33317,3.54581,1
2.483,4.33678,3.55973,1
2.484,4.34039,3.57378,1
2.485,4.34399,3.58796,1
2.486,4.34759,3.60228,1
2.487,4.35119,3.61674,1
2.488,4.35477,3.63134,1
2.489,4.35836,3.64607,1
2.49,4.36194,3.66096,1
2.491,4.36551,3.67598,1
2.492,4.36908,3.69116,1
2.493,4.37264,3.70649,1
2.494,4.3762,3.72196,1
2.495,4.37975,3.73759,1
2.496,4.38329,3.75338,1
2.497,4.38684,3.76933,1
2.498,4.39037,3.78543,1
2.499,4.3939,3.8017,1
2.5,4.39743,3.81814,1
2.501,4.40095,3.83474,1
2.502,4.40447,3.85152,1
2.503,4.40798,3.86846,1
2.504,4.41148,3.88559,1
2.505,4.41498,3.90289,1
2.506,4.41848,3.92037,1
2.507,4.42197,3.93803,1
2.508,4.42545,3.95588,1
2.509,4.42893,3.97392,1
2.51,4.43241,3.99216,1
2.511,4.43588,4.01058,1
2.512,4.43934,4.02921,1
2.513,4.4428,4.04804,1
2.514,4.44625,4.06707,1
2.515,4.4497,4.0863,1
2.516,4.45314,4.10575,1
2.517,4.45658,4.12541,1
2.518,4.46001,4.14529,1
2.519,4.46344,4.16539,1
2.52,4.46686,4.18572,1
2.521,4.47027,4.20627,1
2.522,4.47368,4.22705,1
2.523,4.47709,4.24807,1
2.524,4.48049,4.26933,1
2.525,4.48389,4.29083,1
2.526,4.48728,4.31258,1
2.527,4.49066,4.33458,1
2.528,4.49404,4.35683,1
2.529,4.49741,4.37934,1
2.53,4.50078,4.40212,1
2.531,4.50414,4.42517,1
2.532,4.5075,4.44848,1
2.533,4.51085,4.47208,1
2.534,4.5142,4.49596,1
2.535,4.51754,4.52012,1
2.536,4.52088,4.54457,1
2.537,4.52421,4.56933,1
2.538,4.52753,4.59438,1
2.539,4.53085,4.61974,1
2.54,4.53417,4.64541,1
2.541,4.53748,4.6714,1
2.542,4.54078,4.69772,1
2.543,4.54408,4.72436,1
2.544,4.54737,4.75134,1
2.545,4.55066,4.77866,1
2.546,4.55394,4.80633,1
2.547,4.55722,4.83435,1
2.548,4.56049,4.86273,1
2.549,4.56376,4.89148,1
2.55,4.56702,4.9206,1
2.551,4.57027,4.9501,1
2.552,4.57352,4.97999,1
2.553,4.57677,5.01027,1
2.554,4.58001,5.04095,1
2.555,4.58324,5.07205,1
2.556,4.58647,5.10356,1
2.557,4.58969,5.13549,1
2.558,4.59291,5.16786,1
2.559,4.59612,5.20067,1
2.56,4.59933,5.23393,1
2.561,4.60253,5.26765,1
2.562,4.60572,5.30184,1
2.563,4.60891,5.33651,1
2.564,4.6121,5.37166,1
2.565,4.61528,5.4073,1
2.566,4.61845,5.44346,1
2.567,4.62162,5.48013,1
2.568,4.62478,5.51732,1
2.569,4.62794,5.55505,1
2.57,4.63109,5.59334,1
2.571,4.63423,5.63218,1
2.572,4.63737,5.67159,1
2.573,4.64051,5.71158,1
2.574,4.64364,5.75217,1
2.575,4.64676,5.79337,1
2.576,4.64988,5.83518,1
2.577,4.65299,5.87763,1
2.578,4.6561,5.92073,1
2.579,4.6592,5.96449,1
2.58,4.6623,6.00892,1
2.581,4.66539,6.05404,1
2.582,4.66847,6.09986,1
2.583,4.67155,6.14641,1
2.584,4.67462,6.19369,1
2.585,4.67769,6.24173,1
2.586,4.68075,6.29053,1
2.587,4.68381,6.34012,1
2.588,4.68686,6.39051,1
2.589,4.68991,6.44173,1
2.59,4.69295,6.49379,1
2.591,4.69598,6.54671,1
2.592,4.69901,6.6005,1
2.593,4.70203,6.6552,1
2.594,4.70505,6.71082,1
2.595,4.70806,6.76739,1
2.596,4.71107,6.82492,1
2.597,4.71407,6.88344,1
2.598,4.71707,6.94297,1
2.599,4.72006,7.00355,1
2.6,4.72304,7.06518,1
2.601,4.72602,7.1279,1
2.602,4.72899,7.19174,1
2.603,4.73196,7.25672,1
2.604,4.73492,7.32287,1
2.605,4.73787,7.39023,1
2.606,4.74082,7.45882,1
2.607,4.74377,7.52866,1
2.608,4.74671,7.59981,1
2.609,4.74964,7.67228,1
2.61,4.75257,7.74612,1
2.611,4.75549,7.82135,1
2.612,4.7584,7.89803,1
2.613,4.76131,7.97617,1
2.614,4.76422,8.05583,1
2.615,4.76711,8.13704,1
2.616,4.77001,8.21985,1
2.617,4.77289,8.3043,1
2.618,4.77578,8.39043,1
2.619,4.77865,8.47829,1
2.62,4.78152,8.56794,1
2.621,4.78439,8.65941,1
2.622,4.78724,8.75276,1
2.623,4.7901,8.84805,1
2.624,4.79294,8.94532,1
2.625,4.79578,9.04465,1
2.626,4.79862,9.14608,1
2.627,4.80145,9.24968,1
2.628,4.80427,9.35551,1
2.629,4.80709,9.46365,1
2.63,4.8099,9.57415,1
2.631,4.81271,9.68709,1
2.632,4.81551,9.80254,1
2.633,4.8183,9.92059,1
2.634,4.82109,10.0413,1
