a, Eruling, Fbend,
5.525,2.58004,22.2988,1
5.526,2.58219,22.4023,1
5.527,2.58434,22.5071,1
5.528,2.58649,22.6132,1
5.529,2.58863,22.7206,1
5.53,2.59077,22.8293,1
5.531,2.59291,22.9393,1
5.532,2.59505,23.0506,1
5.533,2.59719,23.1633,1
5.534,2.59932,23.2775,1
5.535,2.60145,23.393,1
5.536,2.60358,23.5099,1
5.537,2.6057,23.6283,1
5.538,2.60782,23.7481,1
5.539,2.60995,23.8695,1
5.54,2.61206,23.9923,1
5.541,2.61418,24.1167,1
5.542,2.61629,24.2427,1
5.543,2.6184,24.3702,1
5.544,2.62051,24.4994,1
5.545,2.62262,24.6302,1
5.546,2.62472,24.7626,1
5.547,2.62683,24.8967,1
5.548,2.62892,25.0325,1
5.549,2.63102,25.1701,1
5.55,2.63312,25.3094,1
5.551,2.63521,25.4506,1
5.552,2.6373,25.5935,1
5.553,2.63939,25.7383,1
5.554,2.64147,25.8849,1
5.555,2.64355,26.0335,1
5.556,2.64563,26.184,1
5.557,2.64771,26.3365,1
5.558,2.64979,26.491,1
5.559,2.65186,26.6475,1
5.56,2.65393,26.8061,1
5.561,2.656,26.9668,1
5.562,2.65807,27.1297,1
5.563,2.66013,27.2947,1
5.564,2.6622,27.4619,1
5.565,2.66425,27.6314,1
5.566,2.66631,27.8032,1
5.567,2.66837,27.9773,1
5.568,2.67042,28.1538,1
5.569,2.67247,28.3327,1
5.57,2.67452,28.514,1
5.571,2.67656,28.6978,1
5.572,2.67861,28.8842,1
5.573,2.68065,29.0732,1
5.574,2.68269,29.2648,1
5.575,2.68472,29.4591,1
5.576,2.68676,29.6561,1
5.577,2.68879,29.8558,1
5.578,2.69082,30.0584,1
5.579,2.69284,30.2639,1
5.58,2.69487,30.4724,1
5.581,2.69689,30.6838,1
5.582,2.69891,30.8982,1
5.583,2.70093,31.1158,1
5.584,2.70294,31.3365,1
5.585,2.70496,31.5604,1
5.586,2.70697,31.7877,1
5.587,2.70898,32.0182,1
5.588,2.71098,32.2522,1
5.589,2.71299,32.4896,1
5.59,2.71499,32.7306,1
5.591,2.71699,32.9752,1
5.592,2.71898,33.2235,1
5.593,2.72098,33.4755,1
5.594,2.72297,33.7314,1
5.595,2.72496,33.9912,1
5.596,2.72695,34.255,1
5.597,2.72893,34.5228,1
5.598,2.73092,34.7948,1
5.599,2.7329,35.071,1
5.6,2.73488,35.3516,1
5.601,2.73685,35.6365,1
5.602,2.73883,35.926,1
5.603,2.7408,36.2201,1
5.604,2.74277,36.5188,1
5.605,2.74474,36.8224,1
5.606,2.7467,37.1309,1
5.607,2.74866,37.4443,1
5.608,2.75062,37.7629,1
5.609,2.75258,38.0868,1
5.61,2.75454,38.4159,1
5.611,2.75649,38.7505,1
5.612,2.75844,39.0907,1
5.613,2.76039,39.4367,1
5.614,2.76234,39.7884,1
5.615,2.76428,40.1461,1
5.616,2.76622,40.5099,1
5.617,2.76816,40.8799,1
5.618,2.7701,41.2564,1
5.619,2.77204,41.6393,1
5.62,2.77397,42.029,1
5.621,2.7759,42.4255,1
5.622,2.77783,42.829,1
5.623,2.77976,43.2396,1
5.624,2.78168,43.6576,1
5.625,2.7836,44.0831,1
5.626,2.78552,44.5164,1
5.627,2.78744,44.9575,1
5.628,2.78935,45.4066,1
5.629,2.79126,45.8641,1
5.63,2.79318,46.3301,1
5.631,2.79508,46.8047,1
5.632,2.79699,47.2883,1
5.633,2.79889,47.781,1
5.634,2.80079,48.2831,1
5.635,2.80269,48.7948,1
5.636,2.80459,49.3164,1
5.637,2.80648,49.8481,1
5.638,2.80838,50.3902,1
5.639,2.81027,50.9429,1
5.64,2.81215,51.5066,1
5.641,2.81404,52.0816,1
5.642,2.81592,52.6681,1
5.643,2.8178,53.2665,1
5.644,2.81968,53.8771,1
5.645,2.82156,54.5001,1
5.646,2.82343,55.1361,1
5.647,2.82531,55.7853,1
5.648,2.82718,56.4481,1
5.649,2.82904,57.1249,1
5.65,2.83091,57.8161,1
5.651,2.83277,58.5221,1
5.652,2.83463,59.2433,1
5.653,2.83649,59.9802,1
5.654,2.83835,60.7333,1
5.655,2.8402,61.503,1
5.656,2.84205,62.2899,1
5.657,2.8439,63.0944,1
5.658,2.84575,63.917,1
5.659,2.8476,64.7585,1
5.66,2.84944,65.6192,1
5.661,2.85128,66.4999,1
5.662,2.85312,67.4011,1
5.663,2.85496,68.3236,1
5.664,2.85679,69.2679,1
5.665,2.85862,70.2348,1
5.666,2.86045,71.225,1
5.667,2.86228,72.2394,1
5.668,2.8641,73.2786,1
5.669,2.86593,74.3436,1
5.67,2.86775,75.4351,1
5.671,2.86957,76.5541,1
5.672,2.87138,77.7016,1
5.673,2.8732,78.8785,1
5.674,2.87501,80.0858,1
5.675,2.87682,81.3246,1
5.676,2.87863,82.5961,1
5.677,2.88043,83.9013,1
5.678,2.88224,85.2416,1
5.679,2.88404,86.6182,1
5.68,2.88584,88.0324,1
5.681,2.88763,89.4857,1
5.682,2.88943,90.9794,1
5.683,2.89122,92.5152,1
5.684,2.89301,94.0947,1
5.685,2.8948,95.7195,1
5.686,2.89658,97.3915,1
5.687,2.89836,99.1124,1
5.688,2.90015,100.884,1
5.689,2.90192,102.709,1
5.69,2.9037,104.589,1
5.691,2.90548,106.526,1
5.692,2.90725,108.524,1
5.693,2.90902,110.583,1
5.694,2.91079,112.708,1
5.695,2.91255,114.9,1
5.696,2.91431,117.163,1
5.697,2.91608,119.499,1
5.698,2.91783,121.913,1
5.699,2.91959,124.408,1
5.7,2.92135,126.986,1
5.701,2.9231,129.653,1
5.702,2.92485,132.411,1
5.703,2.9266,135.267,1
5.704,2.92834,138.223,1
5.705,2.93009,141.285,1
5.706,2.93183,144.459,1
5.707,2.93357,147.749,1
5.708,2.9353,151.162,1
5.709,2.93704,154.703,1
5.71,2.93877,158.38,1
5.711,2.9405,162.199,1
5.712,2.94223,166.167,1
5.713,2.94396,170.294,1
5.714,2.94568,174.588,1
5.715,2.9474,179.056,1
5.716,2.94912,183.711,1
5.717,2.95084,188.561,1
5.718,2.95256,193.618,1
5.719,2.95427,198.894,1
5.72,2.95598,204.403,1
5.721,2.95769,210.157,1
5.722,2.9594,216.173,1
5.723,2.9611,222.466,1
5.724,2.9628,229.053,1
5.725,2.9645,235.954,1
5.726,2.9662,243.188,1
5.727,2.9679,250.778,1
5.728,2.96959,258.748,1
5.729,2.97128,267.124,1
5.73,2.97297,275.933,1
5.731,2.97466,285.207,1
5.732,2.97634,294.978,1
5.733,2.97803,305.284,1
5.734,2.97971,316.164,1
5.735,2.98139,327.662,1
5.736,2.98306,339.826,1
5.737,2.98474,352.709,1
5.738,2.98641,366.369,1
5.739,2.98808,380.869,1
5.74,2.98975,396.281,1
5.741,2.99141,412.683,1
5.742,2.99307,430.163,1
5.743,2.99474,448.817,1
5.744,2.99639,468.753,1
5.745,2.99805,490.092,1
5.746,2.99971,512.969,1
5.747,3.00136,537.537,1
5.748,3.00301,563.967,1
5.749,3.00466,592.453,1
5.75,3.0063,623.215,1
5.751,3.00795,656.503,1
5.752,3.00959,692.602,1
5.753,3.01123,731.839,1
5.754,3.01287,774.59,1
5.755,3.0145,821.288,1
5.756,3.01614,872.438,1
5.757,3.01777,928.624,1
5.758,3.0194,990.533,1
5.759,3.02102,1058.97,1
5.76,3.02265,1134.89,1
5.761,3.02427,1219.44,1
5.762,3.02589,1313.96,1
5.763,3.02751,1420.09,1
5.764,3.02912,1539.84,1
5.765,3.03074,1675.63,1
5.766,3.03235,1830.46,1
5.767,3.03396,2008.09,1
5.768,3.03557,2213.23,1
5.769,3.03717,2451.87,1
5.77,3.03878,2731.75,1
5.771,3.04038,3062.96,1
5.772,3.04198,3458.89,1
5.773,3.04357,3937.6,1
5.774,3.04517,4523.93,1
5.775,3.04676,5252.76,1
5.776,3.04835,6174.4,1
5.777,3.04994,7363.47,1
5.778,3.05153,8934.55,1
5.779,3.05311,11070.9,1
5.78,3.05469,14080.5,1
5.781,3.05627,18513.8,1
5.782,3.05785,25435.1,1
5.783,3.05942,37126.7,1
5.784,3.061,59246.4,1
5.785,3.06257,109228,1
5.786,3.06414,265143,1
5.787,3.06571,1.36E+06,1
5.788,3.06727,1.92E+07,1
5.789,3.06883,578171,1
5.79,3.07039,173211,1
5.791,3.07195,82040.6,1
5.792,3.07351,47659.2,1
5.793,3.07506,31096.4,1
5.794,3.07661,21871.8,1
5.795,3.07816,16214,1
5.796,3.07971,12496.1,1
5.797,3.08126,9923.26,1
5.798,3.0828,8069.49,1
5.799,3.08434,6689.93,1
5.8,3.08588,5635.71,1
5.801,3.08742,4812.09,1
5.802,3.08896,4156.46,1
5.803,3.09049,3626.08,1
5.804,3.09202,3191,1
5.805,3.09355,2829.71,1
5.806,3.09508,2526.43,1
5.807,3.0966,2269.4,1
5.808,3.09812,2049.67,1
5.809,3.09964,1860.37,1
5.81,3.10116,1696.14,1
5.811,3.10268,1552.75,1
5.812,3.10419,1426.83,1
5.813,3.1057,1315.64,1
5.814,3.10721,1216.99,1
5.815,3.10872,1129.06,1
5.816,3.11023,1050.35,1
5.817,3.11173,979.626,1
5.818,3.11323,915.843,1
5.819,3.11473,858.123,1
5.82,3.11623,805.725,1
5.821,3.11772,758.015,1
5.822,3.11922,714.453,1
5.823,3.12071,674.572,1
5.824,3.1222,637.972,1
5.825,3.12368,604.302,1
5.826,3.12517,573.261,1
5.827,3.12665,544.582,1
5.828,3.12813,518.033,1
5.829,3.12961,493.408,1
5.83,3.13109,470.529,1
5.831,3.13256,449.234,1
5.832,3.13403,429.381,1
5.833,3.1355,410.843,1
5.834,3.13697,393.509,1
5.835,3.13844,377.276,1
5.836,3.1399,362.055,1
5.837,3.14136,347.763,1
5.838,3.14282,334.327,1
5.839,3.14428,321.68,1
5.84,3.14573,309.763,1
5.841,3.14719,298.521,1
5.842,3.14864,287.905,1
5.843,3.15009,277.869,1
5.844,3.15153,268.373,1
5.845,3.15298,259.379,1
5.846,3.15442,250.853,1
5.847,3.15586,242.762,1
5.848,3.1573,235.08,1
5.849,3.15874,227.779,1
5.85,3.16017,220.834,1
5.851,3.1616,214.223,1
5.852,3.16303,207.927,1
5.853,3.16446,201.924,1
5.854,3.16589,196.199,1
5.855,3.16731,190.734,1
5.856,3.16873,185.514,1
5.857,3.17015,180.525,1
5.858,3.17157,175.755,1
5.859,3.17299,171.19,1
5.86,3.1744,166.82,1
5.861,3.17581,162.634,1
5.862,3.17722,158.623,1
5.863,3.17863,154.776,1
5.864,3.18003,151.086,1
5.865,3.18144,147.545,1
5.866,3.18284,144.144,1
5.867,3.18424,140.877,1
5.868,3.18563,137.737,1
5.869,3.18703,134.719,1
5.87,3.18842,131.815,1
5.871,3.18981,129.022,1
5.872,3.1912,126.333,1
5.873,3.19259,123.744,1
5.874,3.19397,121.25,1
5.875,3.19535,118.847,1
5.876,3.19673,116.531,1
5.877,3.19811,114.298,1
5.878,3.19949,112.144,1
5.879,3.20086,110.067,1
5.88,3.20223,108.062,1
5.881,3.2036,106.127,1
5.882,3.20497,104.259,1
5.883,3.20634,102.455,1
5.884,3.2077,100.712,1
5.885,3.20906,99.0288,1
5.886,3.21042,97.4021,1
5.887,3.21178,95.83,1
5.888,3.21314,94.3103,1
5.889,3.21449,92.8411,1
5.89,3.21584,91.4205,1
5.891,3.21719,90.0466,1
5.892,3.21854,88.7177,1
5.893,3.21988,87.4323,1
5.894,3.22122,86.1887,1
5.895,3.22257,84.9855,1
5.896,3.2239,83.8213,1
5.897,3.22524,82.6948,1
5.898,3.22658,81.6046,1
5.899,3.22791,80.5496,1
5.9,3.22924,79.5285,1
5.901,3.23057,78.5404,1
5.902,3.23189,77.5841,1
5.903,3.23322,76.6586,1
5.904,3.23454,75.763,1
5.905,3.23586,74.8963,1
5.906,3.23718,74.0577,1
5.907,3.2385,73.2463,1
5.908,3.23981,72.4614,1
5.909,3.24112,71.7021,1
5.91,3.24243,70.9678,1
5.911,3.24374,70.2577,1
5.912,3.24505,69.5712,1
5.913,3.24635,68.9076,1
5.914,3.24765,68.2664,1
5.915,3.24895,67.6469,1
5.916,3.25025,67.0486,1
5.917,3.25154,66.471,1
5.918,3.25284,65.9135,1
5.919,3.25413,65.3757,1
5.92,3.25542,64.8572,1
5.921,3.25671,64.3574,1
5.922,3.25799,63.8759,1
5.923,3.25927,63.4124,1
5.924,3.26056,62.9665,1
5.925,3.26183,62.5377,1
5.926,3.26311,62.1259,1
5.927,3.26439,61.7305,1
5.928,3.26566,61.3514,1
5.929,3.26693,60.9881,1
5.93,3.2682,60.6405,1
5.931,3.26947,60.3083,1
5.932,3.27073,59.9911,1
5.933,3.27199,59.6888,1
5.934,3.27325,59.4011,1
5.935,3.27451,59.1279,1
5.936,3.27577,58.8689,1
5.937,3.27702,58.6238,1
5.938,3.27828,58.3927,1
5.939,3.27953,58.1752,1
5.94,3.28077,57.9712,1
5.941,3.28202,57.7806,1
5.942,3.28327,57.6033,1
5.943,3.28451,57.4391,1
5.944,3.28575,57.2879,1
5.945,3.28699,57.1496,1
5.946,3.28822,57.0241,1
5.947,3.28946,56.9114,1
5.948,3.29069,56.8113,1
5.949,3.29192,56.7239,1
5.95,3.29315,56.649,1
5.951,3.29437,56.5867,1
5.952,3.2956,56.5368,1
5.953,3.29682,56.4994,1
5.954,3.29804,56.4745,1
5.955,3.29925,56.462,1
5.956,3.30047,56.4621,1
5.957,3.30168,56.4746,1
5.958,3.30289,56.4996,1
5.959,3.3041,56.5372,1
5.96,3.30531,56.5874,1
5.961,3.30652,56.6502,1
5.962,3.30772,56.7259,1
5.963,3.30892,56.8143,1
5.964,3.31012,56.9157,1
5.965,3.31132,57.03,1
5.966,3.31251,57.1576,1
5.967,3.31371,57.2983,1
5.968,3.3149,57.4525,1
5.969,3.31609,57.6203,1
5.97,3.31727,57.8017,1
5.971,3.31846,57.997,1
5.972,3.31964,58.2065,1
5.973,3.32082,58.4301,1
5.974,3.322,58.6683,1
5.975,3.32318,58.9212,1
5.976,3.32435,59.1891,1
5.977,3.32553,59.4722,1
5.978,3.3267,59.7708,1
5.979,3.32786,60.0852,1
5.98,3.32903,60.4157,1
5.981,3.3302,60.7627,1
5.982,3.33136,61.1264,1
5.983,3.33252,61.5072,1
5.984,3.33368,61.9056,1
5.985,3.33483,62.322,1
5.986,3.33599,62.7566,1
5.987,3.33714,63.2101,1
5.988,3.33829,63.6829,1
5.989,3.33944,64.1755,1
5.99,3.34059,64.6883,1
5.991,3.34173,65.222,1
5.992,3.34287,65.7772,1
5.993,3.34401,66.3544,1
5.994,3.34515,66.9544,1
5.995,3.34629,67.5777,1
5.996,3.34742,68.225,1
5.997,3.34855,68.8973,1
5.998,3.34968,69.5951,1
5.999,3.35081,70.3194,1
6,3.35194,71.0711,1
6.001,3.35306,71.8509,1
6.002,3.35418,72.6601,1
6.003,3.3553,73.4994,1
6.004,3.35642,74.3701,1
6.005,3.35754,75.2732,1
6.006,3.35865,76.2099,1
6.007,3.35976,77.1815,1
6.008,3.36087,78.1894,1
6.009,3.36198,79.2349,1
6.01,3.36308,80.3195,1
6.011,3.36419,81.4448,1
6.012,3.36529,82.6124,1
6.013,3.36639,83.8241,1
6.014,3.36749,85.0817,1
6.015,3.36858,86.3871,1
6.016,3.36967,87.7425,1
6.017,3.37077,89.1501,1
6.018,3.37186,90.6121,1
6.019,3.37294,92.131,1
6.02,3.37403,93.7095,1
6.021,3.37511,95.3503,1
6.022,3.37619,97.0563,1
6.023,3.37727,98.8308,1
6.024,3.37835,100.677,1
6.025,3.37942,102.599,1
6.026,3.3805,104.599,1
6.027,3.38157,106.683,1
6.028,3.38264,108.854,1
6.029,3.3837,111.118,1
6.03,3.38477,113.478,1
6.031,3.38583,115.941,1
6.032,3.38689,118.511,1
6.033,3.38795,121.196,1
6.034,3.38901,124.001,1
6.035,3.39006,126.933,1
6.036,3.39112,130.001,1
6.037,3.39217,133.212,1
6.038,3.39322,136.574,1
6.039,3.39426,140.098,1
6.04,3.39531,143.793,1
6.041,3.39635,147.67,1
6.042,3.39739,151.741,1
6.043,3.39843,156.02,1
6.044,3.39947,160.52,1
6.045,3.4005,165.255,1
6.046,3.40153,170.244,1
6.047,3.40256,175.503,1
6.048,3.40359,181.053,1
6.049,3.40462,186.915,1
6.05,3.40564,193.113,1
6.051,3.40667,199.671,1
6.052,3.40769,206.62,1
6.053,3.4087,213.99,1
6.054,3.40972,221.815,1
6.055,3.41074,230.134,1
6.056,3.41175,238.988,1
6.057,3.41276,248.426,1
6.058,3.41377,258.498,1
6.059,3.41477,269.263,1
6.06,3.41578,280.787,1
6.061,3.41678,293.14,1
6.062,3.41778,306.406,1
6.063,3.41878,320.676,1
6.064,3.41977,336.055,1
6.065,3.42077,352.659,1
6.066,3.42176,370.624,1
6.067,3.42275,390.102,1
6.068,3.42374,411.268,1
6.069,3.42472,434.322,1
6.07,3.42571,459.498,1
6.071,3.42669,487.063,1
6.072,3.42767,517.332,1
6.073,3.42865,550.668,1
6.074,3.42962,587.504,1
6.075,3.4306,628.346,1
6.076,3.43157,673.8,1
6.077,3.43254,724.587,1
6.078,3.43351,781.578,1
6.079,3.43447,845.828,1
6.08,3.43544,918.626,1
6.081,3.4364,1001.56,1
6.082,3.43736,1096.62,1
6.083,3.43832,1206.27,1
6.084,3.43927,1333.68,1
6.085,3.44023,1482.91,1
6.086,3.44118,1659.25,1
6.087,3.44213,1869.68,1
6.088,3.44307,2123.63,1
6.089,3.44402,2433.98,1
6.09,3.44496,2818.79,1
6.091,3.44591,3303.96,1
6.092,3.44684,3927.74,1
6.093,3.44778,4748.49,1
6.094,3.44872,5858.87,1
6.095,3.44965,7413.25,1
6.096,3.45058,9684.45,1
6.097,3.45151,13192.3,1
6.098,3.45244,19030.3,1
6.099,3.45337,29834.2,1
6.1,3.45429,53380.3,1
6.101,3.45521,121804,1
6.102,3.45613,509497,1
6.103,3.45705,2.40E+08,1
6.104,3.45796,426620,1
6.105,3.45887,111244,1
6.106,3.45979,50139.8,1
6.107,3.4607,28400.8,1
6.108,3.4616,18252.9,1
6.109,3.46251,12711.9,1
6.11,3.46341,9359.43,1
6.111,3.46431,7178.35,1
6.112,3.46521,5680.42,1
6.113,3.46611,4607.6,1
6.114,3.467,3813.09,1
6.115,3.4679,3208.38,1
6.116,3.46879,2737.54,1
6.117,3.46968,2363.81,1
6.118,3.47056,2062.24,1
6.119,3.47145,1815.4,1
6.12,3.47233,1610.83,1
6.121,3.47321,1439.41,1
6.122,3.47409,1294.36,1
6.123,3.47497,1170.55,1
6.124,3.47584,1064.04,1
6.125,3.47672,971.755,1
6.126,3.47759,891.282,1
6.127,3.47846,820.695,1
6.128,3.47932,758.447,1
6.129,3.48019,703.282,1
6.13,3.48105,654.17,1
6.131,3.48191,610.264,1
6.132,3.48277,570.86,1
6.133,3.48363,535.368,1
6.134,3.48448,503.292,1
6.135,3.48533,474.213,1
6.136,3.48618,447.775,1
6.137,3.48703,423.671,1
6.138,3.48788,401.64,1
6.139,3.48872,381.456,1
6.14,3.48957,362.922,1
6.141,3.49041,345.868,1
6.142,3.49124,330.145,1
6.143,3.49208,315.623,1
6.144,3.49292,302.185,1
6.145,3.49375,289.732,1
6.146,3.49458,278.174,1
6.147,3.49541,267.431,1
6.148,3.49623,257.432,1
6.149,3.49706,248.115,1
6.15,3.49788,239.423,1
6.151,3.4987,231.305,1
6.152,3.49952,223.717,1
6.153,3.50033,216.617,1
6.154,3.50115,209.968,1
6.155,3.50196,203.737,1
6.156,3.50277,197.894,1
6.157,3.50358,192.412,1
6.158,3.50438,187.266,1
6.159,3.50519,182.433,1
6.16,3.50599,177.893,1
6.161,3.50679,173.627,1
6.162,3.50759,169.617,1
6.163,3.50839,165.849,1
6.164,3.50918,162.308,1
6.165,3.50997,158.981,1
6.166,3.51076,155.855,1
6.167,3.51155,152.92,1
6.168,3.51233,150.166,1
6.169,3.51312,147.583,1
6.17,3.5139,145.164,1
6.171,3.51468,142.899,1
6.172,3.51546,140.782,1
6.173,3.51623,138.806,1
6.174,3.51701,136.965,1
6.175,3.51778,135.254,1
6.176,3.51855,133.668,1
6.177,3.51932,132.201,1
6.178,3.52008,130.85,1
6.179,3.52085,129.611,1
6.18,3.52161,128.48,1
6.181,3.52237,127.454,1
6.182,3.52312,126.53,1
6.183,3.52388,125.706,1
6.184,3.52463,124.98,1
6.185,3.52538,124.348,1
6.186,3.52613,123.81,1
6.187,3.52688,123.364,1
6.188,3.52763,123.009,1
6.189,3.52837,122.744,1
6.19,3.52911,122.568,1
6.191,3.52985,122.48,1
6.192,3.53059,122.48,1
6.193,3.53132,122.568,1
6.194,3.53206,122.745,1
6.195,3.53279,123.009,1
6.196,3.53352,123.362,1
6.197,3.53424,123.805,1
6.198,3.53497,124.338,1
6.199,3.53569,124.963,1
6.2,3.53641,125.681,1
6.201,3.53713,126.493,1
6.202,3.53785,127.403,1
6.203,3.53856,128.411,1
6.204,3.53928,129.52,1
6.205,3.53999,130.734,1
6.206,3.5407,132.054,1
6.207,3.5414,133.485,1
6.208,3.54211,135.03,1
6.209,3.54281,136.694,1
6.21,3.54351,138.479,1
6.211,3.54421,140.392,1
6.212,3.54491,142.438,1
6.213,3.5456,144.622,1
6.214,3.5463,146.951,1
6.215,3.54699,149.431,1
6.216,3.54767,152.07,1
6.217,3.54836,154.875,1
6.218,3.54905,157.856,1
6.219,3.54973,161.022,1
6.22,3.55041,164.383,1
6.221,3.55109,167.95,1
6.222,3.55176,171.735,1
6.223,3.55244,175.753,1
6.224,3.55311,180.016,1
6.225,3.55378,184.54,1
6.226,3.55445,189.344,1
6.227,3.55511,194.445,1
6.228,3.55578,199.865,1
6.229,3.55644,205.625,1
6.23,3.5571,211.75,1
6.231,3.55776,218.267,1
6.232,3.55842,225.207,1
6.233,3.55907,232.601,1
6.234,3.55972,240.487,1
6.235,3.56037,248.904,1
6.236,3.56102,257.897,1
6.237,3.56166,267.515,1
6.238,3.56231,277.813,1
6.239,3.56295,288.852,1
6.24,3.56359,300.7,1
6.241,3.56423,313.435,1
6.242,3.56486,327.142,1
6.243,3.5655,341.919,1
6.244,3.56613,357.875,1
6.245,3.56676,375.134,1
6.246,3.56739,393.837,1
6.247,3.56801,414.145,1
6.248,3.56864,436.242,1
6.249,3.56926,460.34,1
6.25,3.56988,486.683,1
6.251,3.57049,515.552,1
6.252,3.57111,547.277,1
6.253,3.57172,582.24,1
6.254,3.57233,620.893,1
6.255,3.57294,663.766,1
6.256,3.57355,711.493,1
6.257,3.57415,764.825,1
6.258,3.57476,824.672,1
6.259,3.57536,892.131,1
6.26,3.57596,968.542,1
6.261,3.57655,1055.56,1
6.262,3.57715,1155.22,1
6.263,3.57774,1270.09,1
6.264,3.57833,1403.44,1
6.265,3.57892,1559.42,1
6.266,3.57951,1743.46,1
6.267,3.58009,1962.71,1
6.268,3.58068,2226.72,1
6.269,3.58126,2548.56,1
6.27,3.58184,2946.43,1
6.271,3.58241,3446.28,1
6.272,3.58299,4086.17,1
6.273,3.58356,4923.71,1
6.274,3.58413,6049.53,1
6.275,3.5847,7612.81,1
6.276,3.58526,9873.43,1
6.277,3.58583,13317.3,1
6.278,3.58639,18941.1,1
6.279,3.58695,29063.6,1
6.28,3.58751,50163.1,1
6.281,3.58806,106556,1
6.282,3.58862,362151,1
6.283,3.58917,1.48E+07,1
